PART_NO,PART_DESC,PR CODE,SELLING PRICE
JH181228,"BRACKET SEAT COWL MTG REAR
",2W,  420 
JH181229,ASSEMBLY SEAT COWL,2W,"  2,500 "
JH181233,BRACKET HEAD LIGHT,2W,  500 
JH181234,GROMMET TAIL LAMP MTG,2W,  10 
JH181238,COVER BACK FAIRING LH,2W,  120 
JH181239,COVER BACK FAIRING RH,2W,  120 
JH181242,"COLLAR FAIRING MTG
",2W,  30 
JH181244,"SLEEVE SEAT
",2W,  80 
JH181259,PLUG FAIRING SRTUCTURE,2W,  10 
JH181262,"SLEEVE FOR FAIRING MTG
",2W,  30 
JH181263,"COLLAR FOR WINDSHIELD MTG
",2W,  40 
JH181265,ASSEMBLY CARB COVER LH,2W,  560 
JH181280,COVER CARB RH,2W,  530 
JH181403,FENDER REAR,2W,"  1,490 "
JH181404,"REINFORCEMENT BKT REAR FENDER
",2W,  280 
JH181405,"CAP TOOL KIT
",2W,  70 
JH181408,FENDER BRACE FRONT DISC,2W,  670 
JH181411,REINFORCEMENT BLINKER MTG,2W,  220 
JH191000,SEAT ASSY COMP,2W,"  3,910 "
JH231202,GUARD SAREE,2W,"  2,770 "
JH231210,ASSEMBLY LEG GUARD LH,2W,"  1,080 "
JH231211,ASSEMBLY LEG GUARD RH,2W,"  1,150 "
JH231400,GRAB HANDLE,2W,"  2,850 "
JH231409,"KIT SECONDARY GRAB
",2W,"  1,370 "
JH231600,MIRROR ASSY LH,2W,"  2,280 "
JH231601,MIRROR ASSY RH,2W,"  2,290 "
JH232602,ASSEMBLY LOCK SET - NON EVAP,2W,"  6,810 "
JH232606,ASSEMBLY LOCK SET,2W,"  7,590 "
JH232800,"BRACKET NO. PLATE MTG
BRACKET NO. PLATE MTG",2W,  180 
JH233014,DECAL KIT TANK - BL,2W,"  2,700 "
JH233015,DECAL SIDE COVER LH - BL,2W,  300 
JH233016,DECAL SIDE COVER RH - BL,2W,  480 
JH233018,DECAL 3D- TANK,2W,"  2,200 "
JH233019,DECAL 3D- SIDE COVER,2W,  650 
JH233020,DECAL- PILLION SEAT COVER,2W,  40 
JH233021,DECAL KIT TANK-WH,2W,"  3,010 "
JH233025,DECAL SIDE COVER LH-WH,2W,  300 
JH233026,DECAL SIDE COVER RH-WH,2W,  480 
JH233028,DECAL TANK KIT,2W,"  2,940 "
JH233059,DECAL WHEEL,2W,  170 
JH233060,KIT DECAL TANK FLAME RED,2W,"  1,720 "
JH233064,DECAL COVER SIDE LH FLAME RED,2W,  260 
JH233065,DECAL COVER SIDE RH FLAME RED,2W,  260 
JH233066,DECAL 3D COVER SIDE FLAME RED,2W,  310 
JH233067,KIT DECAL TANK EBONY BLACK,2W,"  2,440 "
JH233071,DECAL COVER SIDE LH EB BLACK,2W,  260 
JH233072,DECAL COVER SIDE RH EB BLACK,2W,  260 
JH233073,DECAL 3D COVER SIDE EB BLACK,2W,  310 
JH233078,DECAL COVER SIDE LH SAF BLUE,2W,  260 
JH351005,ASSEMBLY STATOR C101,2W,"  4,800 "
JH351007,ASSEMBLY STATOR C101B,2W,"  4,300 "
JH351200,CDI UNIT,2W,"  6,720 "
JH351203,H.T. COIL 1_C101,2W,"  1,080 "
JH351205,H.T. COIL 2_C101,2W,"  1,050 "
JH351207,CDI,2W,"  5,580 "
JH351600,ASSEMBLY STARTER MOTOR C101,2W,"  7,760 "
JH351601,"MOTOR ASSEMBLY STARTER
",2W,"  7,060 "
JH351602,MOTOR ASSEMBLY STARTER,2W,"  7,600 "
JH351603,MOTOR STARTER,2W,"  3,550 "
JH401000,INDICATOR REAR LH,2W,"  1,490 "
JH401001,INDICATOR REAR RH,2W,"  1,470 "
JH401003,TAIL LAMP,2W,"  11,080 "
JH401006,INDICATOR FRONT LH,2W,  890 
JH401007,INDICATOR FRONT RH,2W,"  1,680 "
JH401008,ASSEMBLY HEAD LAMP,2W,"  11,350 "
JH401400,SWITCH CONTROL LH,2W,"  2,320 "
JH401401,SWITCH CONTROL RH,2W,"  1,620 "
JH401402,SWITCH CONTROL RH,2W,  430 
JH401800,BAND BATTERY,2W,  210 
JH402200,HARNESS WIRING,2W,"  4,650 "
JH402201,CABLE ASSLY BATTERY TO EARTH,2W,  780 
JH402202,CABLE ASSLY ST MOTOR TO ST RELAY,2W,  610 
JH402227,HARNESS WIRING,2W,"  4,370 "
JH402400,SPEEDOMETER,2W,"  8,730 "
JH402404,SPEEDO METER,2W,"  7,000 "
JH402600,GAUGE FUEL TANK,2W,"  1,280 "
JH511016,GASKET CYLINDER HEAD C101,2W,  590 
JH511017,CAMSHAFT CAP C101,2W,  370 
JH511044,GASKET HEAD C101B,2W,  400 
JH511045,RING O OHC COVER C101B,2W,  90 
JH511050,O RING TAPPET COVER C101B,2W,  80 
JH511202,VALVE INTAKE C101,2W,  350 
JH511203,VALVE EXHAUST C101,2W,  450 
JH511207,ASSEMBLY ROCKER ARM C101,2W,"  1,460 "
JH511208,ASSEMBLY CAMSHAFT C101A,2W,"  2,890 "
JH511210,ASSEMBLY ROCKER ARM C101B,2W,"  1,570 "
JH511212,SHAFT ROCKER ARM,2W,  160 
JH521005,CHAIN TENSIONER C101,2W,"  1,200 "
JH521007,GASKET CYLINDER BLOCK,2W,  100 
JH531000,ASSEMBLY CRANKSHAFT C101,2W,"  11,750 "
JH531007,ASSEMBLY CRANKSHAFT,2W,"  12,960 "
JH541008,ASSEMBLY CRANKCASE RH,2W,"  8,460 "
JH541015,GASKET  CRANKCASE C101,2W,  450 
JH541021,BRACKET GEAR STOPPER C101D,2W,  30 
JH541202,ASSEMBLY MAGNETO COVER C101,2W,"  3,630 "
JH541205,ASSEMBLY COVER LH RR C101,2W,  400 
JH541207,BRACKET STATOR HARNESS C101,2W,  20 
JH541210,SPRING CLUTCH RELEASE SHAFT C101,2W,  50 
JH541212,ASSEMBLY CLUTCH RELEASE SHAFT C101,2W,  610 
JH541215,LABEL CLUTCH COVER_C101,2W,  80 
JH541216,LABEL MAGNETO COVER_C101,2W,  110 
JH541217,ASSEMBLY CAP OIL FILTER_C101,2W,  300 
JH551001,SHAFT OUTPUT C101,2W,  610 
JH551002,COLLAR SPROCKET DRIVE C101,2W,  310 
JH551201,SPROCKET OUTPUT C101,2W,  560 
JH551202,LOCK PLATE OUTPUT SPROCKET C101,2W,  70 
JH551203,WASHER GEAR 3RD DRIVEN,2W,  20 
JH551204,GEAR 2ND DRIVEN C101,2W,  450 
JH551205,BUSH 2ND DRIVEN C101,2W,  280 
JH551206,GEAR 5TH DRIVEN C101,2W,  460 
JH551209,SPROCKET OUTPUT 15T,2W,  580 
JH551400,ASSEMBLY CLUTCH HTTS C101,2W,"  10,120 "
JH551404,HUB CLUTCH C101,2W,  780 
JH551405,SPRING COMPRESSION C101,2W,  140 
JH551411,CLUTCH ASSEMBLY COMPLETE,2W,"  4,270 "
JH551413,HUB CLUTCH,2W,  820 
JH551421,PLATE CLUTCH,2W,  200 
JH561000,FORK GEAR SHIFT 5TH DRIVEN C101,2W,  340 
JH561200,INHIBITOR GEARSHIFT C101,2W,  220 
JH561212,LEVER ASSEMBLY GEAR CHANGE,2W,"  1,240 "
JH561213,ARM LEVER CHANGE,2W,  630 
JH561402,ASSEMBLY GEAR SHFT LEVER_C101,2W,"  1,140 "
JH561404,RUBBER DAMPER GSL_C101,2W,  70 
JH561409,ROD TIE,2W,  80 
JH581000,ASSEMBLY AIR FILTER C101,2W,"  7,250 "
JH581003,ELEMENT AIR FILTER C101,2W,"  1,300 "
JH581004,DUCT INTAKE C101,2W,  210 
JH581005,TUBE CONNECTING C101,2W,  820 
JH581007,TUBE BREATHER C101,2W,  130 
JH581015,TUBE DRAIN C101,2W,  30 
JH581018,ASSEMBLY AIR FILTER,2W,"  4,220 "
JH581200,ASSEMBLY CARBURATOR C101,2W,"  10,500 "
JH581201,SLEEVE CARBURATOR C101,2W,  160 
JH581202,CLAMP CARB SLEEVE DIA 44,2W,  220 
JH581207,CARBURATOR ASSEMBLY PB20,2W,"  5,500 "
JH581401,ASSEMBLY INTAKE MANIFOLD C101 SAI,2W,  330 
JH581410,ASSEMBLY INTAKE MANIFIOLD C101B PB20,2W,  510 
JH582200,ASSEMBLY SAI UNIT C101,2W,"  4,110 "
JH582400,HOSE INTAKE SAI C101,2W,  190 
JH582402,TUBE SAI TO CYLINDER HEAD C101,2W,  300 
JH582405,HOSE SAI INTAKE MANIFOLD WO ABS,2W,  150 
JH582601,PLATE SUPPORTING SAI C101,2W,  40 
JH582602,FOAM ELEMENT SAI C101,2W,  100 
JH591034,SHIELD MUFFLER C101,2W,"  1,080 "
JH591111,WIRE SHIELD C101,2W,  130 
JH621401,ASSEMBLY STRTER GEAR C101,2W,"  2,900 "
JH621407,GEAR DRIVE STARTER CLUTCH,2W,  820 
JK111050,FRAME ASSY COMPLETE,2W,"  25,000 "
JK111055,FRAME ASSLY BM 125,2W,"  8,830 "
JK113005,STAY MAIN STEP FIX,2W,"  2,780 "
JK113006,STAY LEFT,2W,  950 
JK113007,STAY RIGHT,2W,"  1,900 "
JK113008,RUBBER PILLION STEP,2W,  310 
JK113012,STAY MAIN STEP FIX,2W,"  2,620 "
JK113201,STAND CENTER,2W,"  2,670 "
JK113202,SHAFT STAND CENTER,2W,  220 
JK113203,SIDE STAND,2W,  730 
JK113204,SPRING MAIN STAND,2W,  110 
JK113400,ENGINE MTG BKT FRONT LOWER,2W,  290 
JK113401,BRACKET ENGINE HANGER,2W,  40 
JK113402,BRACKET ENG HANGER MTG RH,2W,  35 
JK113403,ENGINE HANGER MTG BKT,2W,  85 
JK113800,BATTERY BRACKET,2W,  170 
JK121000,FORK FRONT - 130 DRUM-125 STROKE,2W,"  10,650 "
JK121003,PIPE-LEFT FORK OTER,2W,"  6,720 "
JK121006,PIPE-RIGHT FORK OUTER,2W,"  6,170 "
JK121007,GUIDE BUSH (DIA. 30),2W,  200 
JK121008,SPACER TUBE,2W,  50 
JK121009,WASHER-GUIDE BUSH,2W,  35 
JK121012,TUBE OUTER LH DIA 110,2W,"  5,550 "
JK121013,TUBE OUTER RH DIA 110,2W,"  5,380 "
JK121014,FORK ASSLY COMPL DIA 10,2W,"  13,870 "
JK121024,FORK ASSEMBLY FRONT,2W,"  22,070 "
JK122002,ADJUSTER ASSY. CHAIN - LH,2W,  200 
JK122003,ADJESTER CHAIN - LH,2W,  150 
JK122004,ADJUSTER ASSY. CHAIN - RH,2W,  190 
JK122005,ADJESTER CHAIN - RH,2W,  150 
JK122006,SHAFT SWING ARM,2W,  500 
JK122007,DOMED CAP NUT,2W,  25 
JK122008,NUT HEX NYLOC,2W,  60 
JK122009,WASHER SPRING,2W,  5 
JK122010,NUT HEXAGON-M12 X 1.25,2W,  15 
JK122011,ROD TORQUE,2W,  260 
JK131001,WHEEL 1.4 X 17 - (110 DRUM),2W,"  11,095 "
JK131015,AXLE FRONT,2W,  640 
JK131016,STOPPER FOR BUSHING,2W,  25 
JK131017,WHEEL FRONT,2W,"  6,050 "
JK131018,SCREW PAN CROSS,2W,  5 
JK131021,WHEEL FRONT 1.4X17 DIA 110 BLK,2W,"  8,275 "
JK131023,AXLE FRONT,2W,  360 
JK131024,LEVER BRAKE CAM,2W,  180 
JK131025,CAM BRAKE,2W,  230 
JK131026,"WHEEL 1.4X17 (DIA 110 DRUM)
",2W,"  14,410 "
JK131037,WHEEL FR 1.4X17 DIA 110 BLK,2W,"  15,500 "
JK131037K,Wheel Front 1.4X17,2W,"  7,500 "
JK131201,AXLE REAR M12X1.25,2W,  620 
JK131202,SLEEVE,2W,  580 
JK131203,COLLAR,2W,  195 
JK131204,COLLAR,2W,  170 
JK131604,PANEL - FRONT BRAKE,2W,"  3,050 "
JK131605,COLLAR ASSEMBLY,2W,  80 
JK131606,COLLAR,2W,  50 
JK131800,BRAKE PEDAL TUBULAR,2W,"  1,360 "
JK131802,SPRING BRAKE SWITCH,2W,  25 
JK131803,HOOK BRAKE SWITCH SPRING,2W,  50 
JK131806,PANEL FRONT BRAKE DIA 110 BLK,2W,"  2,190 "
JK131807,COLLAR ASSLY,2W,  120 
JK141001,CHAIN (114LINKS) CROSS SLIT BUSH,2W,"  2,300 "
JK161000,PLAIN WASHER- BRAKE PEDAL,2W,  5 
JK161001,ROD BRAKE,2W,  290 
JK161200,CABLE THROTTLE,2W,  620 
JK161201,CABLE CLUTCH,2W,"  1,110 "
JK161202,FRONT BRAKE CABLE ASSY,2W,  990 
JK181001,WINDSHIELD,2W,"  1,010 "
JK181200,COVER LH SIDE,2W,"  1,470 "
JK181201,COVER RH SIDE,2W,"  1,515 "
JK181246,BRACKET ASSEMBLY FAIRING UPPER,2W,"  1,110 "
JK181247,FLAP SPEEDOMETER,2W,  380 
JK191003,SEAT ASSEMBLY,2W,"  8,620 "
JK191005,DAMPER SEAT,2W,  30 
JK231201,GUARD LEG,2W,"  1,750 "
JK231203,SAREE GUARD,2W,"  2,300 "
JK231400,GRIP-FRAME,2W,"  3,570 "
JK232600,LOCK SET 3 IN 1,2W,"  4,330 "
JK233010,PLATINA 125 COWL DECAL-LH-RED,2W,  985 
JK233011,PLATINA 125 COWL DECAL-RH-RED,2W,  985 
JK233020,PLATINA 125 COV_ST DECAL-LH-BLAK,2W,"  1,815 "
JK233021,PLATINA 125 COV_ST DECAL-RH-BLAK,2W,"  1,145 "
JK233022,PLATINA 125 COWL DECAL-LH-BLACK,2W,  575 
JK233023,PLATINA 125 COWL DECAL-RH-BLACK,2W,  575 
JK351001,STATOR ASSEMBLY- JK,2W,"  5,640 "
JK351005,STATOR ASSY PLATINA UG,2W,"  7,310 "
JK351008,ROTOR ASSY W/O CLUTCH ASSY,2W,"  4,080 "
JK351200,DC CDI FOR PLATINA UG,2W,"  8,060 "
JK351201,HT COIL- PRIMARY,2W,"  1,180 "
JK351202,HT COIL- SECONDARY,2W,"  1,200 "
JK351210,AC CDI STEP UP,2W,"  4,810 "
JK351600,STARTER RELAY WITHOUT NUT,2W,"  1,700 "
JK401001,HEADLAMP ASSY WO BULB& HARNESS,2W,"  5,160 "
JK401007,RR LH BLINKER AMBER LENS 2P CPLR,2W,"  1,280 "
JK401008,RR RH BLINKER AMBER LENS 2P CPLR,2W,"  1,130 "
JK401009,FR LH BLINKER AMBER LENS 2P CPLR,2W,"  1,070 "
JK401010,FR RH BLINKER AMBER LENS 2P CPLR,2W,"  1,250 "
JK401025,LAMP ASSEMBLY-DRL,2W,"  8,840 "
JK401401,CONTROL SWITCH RH(SS),2W,"  1,970 "
JK401402,CONTROL SWITCH RH(KS),2W,"  1,225 "
JK401800,BAND BATTERY 2.5 A. H BATTERY,2W,  80 
JK402000,DC REGULATOR WITH CAPACITOR,2W,"  4,150 "
JK402003,RR UNIT,2W,"  4,940 "
JK402200,WIRING HARNESS FOR PLATINA DTSI,2W,"  10,370 "
JK402201,BATTERY EARTH CABLE,2W,  570 
JK402205,CABLE ASSY ST. MOTOR TO ST RELAY,2W,  405 
JK402209,HARNESS WIRING (SS_125),2W,"  9,300 "
JK402213,HARNESS WIRING- PLATINA 100 ES DRL MODEL,2W,"  7,370 "
JK402401,SPEEDOMETER ASSEMBLY,2W,"  7,310 "
JK402402,SPEEDO MACHINE WITH DIAL_MINDA,2W,"  2,670 "
JK402403,SPEEDO MACHINE WITH DIAL_PRICOL,2W,"  3,060 "
JK402404,TELL TALE DIAL_MINDA,2W,  100 
JK402406,DIAL FUEL GAUGE & MACHINE-MINDA,2W,  730 
JK402408,CASE SPEEDO MINDA,2W,  530 
JK402409,ADAPTER F G DIAL WITH M/S MINDA,2W,  895 
JK402410,SPEEDOMETER CASE (WHITE) PRICOL,2W,  320 
JK402411,SPEEDOMETER,2W,"  7,290 "
JK511002,CLAMP HOSE BREATHER,2W,  10 
JK531000,ASSEMBLY CRANK SHAFT,2W,"  14,960 "
JK541201,DECAL CLUTCH COVER  PL UG,2W,  50 
JK541214,DECAL,2W,  330 
JK551400,ASSEMBLY CLUTCH COM. PL UG,2W,"  8,690 "
JK551402,SPRING COMPRESSION PL UG,2W,  30 
JK581000,AIR FILTER ASSLY,2W,"  3,555 "
JK581200,DUCT AIR FILTER VM 16,2W,  390 
JK581201,CARBURETTOR VM16 PL UG,2W,"  10,450 "
JK581400,SLEEVE CARBURETORR VM 16,2W,  320 
JK581401,MANIFOLD VM16 PL UG,2W,  185 
JK710222,P.TANK PAINTED WITH DECAL J BLACK,2W,"  17,325 "
JK71022V,P.TANK PAINTED WITH DECAL CW RED,2W,"  13,670 "
JK71023A,P.TANK PAINTED WITH DECAL LB BLUE,2W,"  16,575 "
JK71033F,P.TANK PAINTED FLAME RED / RED DECAL,2W,"  14,985 "
JK71034C,P.TANK PAINTED BLACK / BLUE DECAL,2W,"  20,000 "
JK71034D,P.TANK PAINTED BLACK / RED DECAL,2W,"  14,890 "
JK71034N,P.TANK PAINTED BLACK / GREEN DECAL,2W,"  18,025 "
JK73013F,SIDE COVER LH FLAME RED / RED DECAL,2W,"  3,045 "
JK73014C,SIDE COVER LH BLACK / BLUE DECAL,2W,"  2,455 "
JK73014D,SIDE COVER LH BLACK / RED DECAL,2W,"  1,990 "
JK73014N,SIDE COVER LH BLACK / GREEN DECAL,2W,"  2,990 "
JK73023F,SIDE COVER RH FLAME RED / RED DECAL,2W,"  1,005 "
JK73024C,SIDE COVER RH BLACK / BLUE DECAL,2W,"  2,280 "
JK73024D,SIDE COVER RH BLACK / RED DECAL,2W,"  2,190 "
JK73024N,SIDE COVER RH BLACK / GREEN DECAL,2W,"  2,990 "
JK730322,SEAT COVER PAINTED WITH DECAL J BLACK,2W,"  8,425 "
JK73032V,SEAT COVER PAINTED WITH DECAL CW RED,2W,"  8,425 "
JK73033A,SEAT COVER PAINTED WITH DECAL LB BLUE,2W,"  8,125 "
JK73033F,SEAT COV.PAINTED WITH FLAME RED/RED DECA,2W,"  3,680 "
JK73034C,SEAT COV.PAINTED WITH BLACK/BLUE DECAL,2W,"  7,110 "
JK73034D,SEAT COV.PAINTED WITH BLACK/RED DECAL,2W,"  6,910 "
JK73034N,SEAT COV.PAINTED WITH BLACK/GREEN DECAL,2W,"  6,390 "
JK73043F,FRONT FENDER FLAME RED,2W,"  4,700 "
JK73044C,FRONT FENDER BLACK,2W,"  3,850 "
JK740122,FAIRING PAINTED WITH DECAL J BLACK,2W,"  4,735 "
JK74012V,FAIRING PAINTED WITH DECAL CW RED,2W,"  5,065 "
JK74013A,FAIRING PAINTED WITH DECAL LB BLUE,2W,"  5,375 "
JK74013F,FAIRING PAINTED WITH FLAME RED / RED DEC,2W,"  4,630 "
JK74014C,FAIRING PAINTED WITH BLACK / BLUE DECAL,2W,"  3,865 "
JK74014D,FAIRING PAINTED WITH BLACK / RED DECAL,2W,"  4,010 "
JK74014N,FAIRING PAINTED WITH BLACK / GREEN DECAL,2W,"  3,790 "
JL111054,ENGINE MTG BOLT FRONT,2W,  300 
JL111078,BRACKET HORN MTG LH,2W,  150 
JL111081,BRACKET LOOSE H.T.COIL 1,2W,  120 
JL111082,BRACKET LOOSE H.T.COIL 2,2W,  140 
JL111092,BRACKET RADIATOR LOWER MTG LH,2W,  140 
JL111093,BRACKET RADIATOR LOWER MTG RH,2W,  100 
JL111102,BRACKET SIDE COVER MTG,2W,  250 
JL111103,CAP TUBE END,2W,  30 
JL111109,CAP -SWING ARMPIVOT,2W,  65 
JL111152,EDGE CAP BKT SIDE COVER MTG.,2W,  15 
JL113000,STEP ASSLY MAIN LH,2W,"  1,020 "
JL113002,HOLDER STEP RH,2W,"  3,608 "
JL113007,STEP ASSY MAIN RH,2W,  880 
JL113012,SPRING TORSION,2W,  30 
JL113013,STEP HOLDER- PILLION LH,2W,"  2,680 "
JL113014,STEP PILLION ASSY COMPLETE LH,2W,  660 
JL113015,STEP  HOLDER  - PILLION RH,2W,"  2,710 "
JL113016,STEP PILLION ASSY COMPLETE RH,2W,  760 
JL113020,LOCK PLATE,2W,  70 
JL113026,FLAP PILLON HOLDER LH,2W,  460 
JL113027,FLAP PILLON HOLDER RH,2W,  460 
JL113028,RUBBER PAD FOOTREST,2W,  40 
JL113033,BRACKET REAR BRAKE SWITCH,2W,  60 
JL113034,HOLDER STEP LH,2W,"  2,850 "
JL113036,RUBBER PILLON STEP,2W,  120 
JL113038,STEP BOLT-SPL,2W,  120 
JL113057,STEP HOLDER LH (K16A),2W,"  3,310 "
JL113201,ASSEMBLY SIDE STAND,2W,  880 
JL113207,SPRING MAIN STAND,2W,  200 
JL113209,"SPRING SIDE STAND
",2W,  60 
JL113210,BUSH MAIN STAND LH,2W,  150 
JL113212,COVER SPRING MAIN STAND,2W,  60 
JL113223,BUSH-ANCHOR PIN,2W,  20 
JL113400,ENGINE STAY LH,2W,"  1,150 "
JL113401,ENGINE STAY RH,2W,  710 
JL113800,BRACKET REAR BLINKER MTG,2W,"  1,780 "
JL113803,BRACKET -REFLECTOR REFLEX MTG,2W,  260 
JL113809,GROMMET AIR FILTER RESTING,2W,  30 
JL113810,BRACKET NUMBER PLATE ILLUM,2W,  100 
JL113811,GROMMET -ILLUMINATION BKT,2W,  30 
JL113812,SLEEVE -ILLUMINATION BKT,2W,  60 
JL113818,COVER SIDE STAND SWITCH(K14),2W,  160 
JL113825,BAND BATTERY CASE-VERT ECU,2W,  130 
JL113827,BRACKET SAI UNIT MTG - LOOSE,2W,  140 
JL113832,BRACKET TANK SIDE COVER MTG.,2W,  140 
JL113834,BRACKET HOSE CLAMP,2W,  90 
JL121001,FORNT FORK SPRING,2W,"  1,210 "
JL121005,FORK ASSLY ABS -K16A,2W,"  42,450 "
JL121006,ASSEMBLY LEG RH-K16A ABS,2W,"  9,400 "
JL121008,FORK PIPE INNER -K16A ABS,2W,"  5,470 "
JL122001,ADJUSTER CHAIN LH,2W,  440 
JL122002,CAP SWING ARM TUBE,2W,  70 
JL122003,SLIDER CHAIN,2W,  610 
JL122004,SPACER CHAIN ADJUSTER,2W,  270 
JL122006,SHOCKABSORBER MONO,2W,"  15,870 "
JL122008,SPACER CENTRAL SWING ARM,2W,  880 
JL122009,ADJUSTER CHAIN RH,2W,  350 
JL122013,ASSEMBLY SWING ARM-DISC,2W,"  15,640 "
JL122026,SHAFT SWING ARM ASSEMBLY,2W,  720 
JL131000,COLLAR,2W,  280 
JL131001,AXLE,2W,  940 
JL131004,WHEEL   2.5X17 DIE CAST,2W,"  20,430 "
JL131005,DISC FRONT,2W,"  12,160 "
JL131203,AXLE REAR,2W,"  1,170 "
JL131209,WHEEL 3.5 X 17,2W,"  22,620 "
JL131211,SPACER FOR COUPLING,2W,  290 
JL131216,SLEEVE,2W,  280 
JL131218,DISC -REAR,2W,"  6,240 "
JL131220,HOSE -RESEVOIR,2W,  320 
JL131225,COUPLING -6 LUG,2W,"  2,540 "
JL131232,DAMPER -COUPLING,2W,"  1,020 "
JL131802,HOSE ASSEMBLY,2W,"  3,340 "
JL131803,HOSE DISC BRAKE REAR,2W,"  2,470 "
JL131804,CALIPER ASSY BRAKE FRONT,2W,"  11,660 "
JL131805,PAD,2W,"  1,540 "
JL131806,SCREW BLEEDER,2W,  110 
JL131807,BOOT,2W,  100 
JL131810,"BRAKE ROD
",2W,  300 
JL131811,BRACKET -HOSE CLAMP,2W,  90 
JL131825,PAD SPRING,2W,  220 
JL131832,"BRAKE PAD SET
",2W,"  1,520 "
JL131834,CALIPER ASSEMBLY,2W,"  10,010 "
JL131841,BRACKET RESORVIOR MTG,2W,  150 
JL131878,BRACKET -RESERVOIR CAP,2W,  30 
JL131928,ASSLY BRAKE SHAFT,2W,  850 
JL131929,UNIT ABS WET -K16A,2W,"  68,000 "
JL131930,DISC REAR DIA 230MM,2W,"  6,750 "
JL131931,CYLINDER ASSLY MASTER BRAKE RR,2W,"  4,100 "
JL141000,CHAIN - PULSAR 200NS,2W,"  5,760 "
JL151002,TUBE OUTER LH,2W,"  8,200 "
JL151003,TUBE OUTER RH,2W,"  7,260 "
JL151004,FORK PIPE SPINNING,2W,"  6,370 "
JL151012,SPACER TUBE,2W,  75 
JL151021,HANDLE,2W,"  2,880 "
JL151023,LOCK SET 3 IN 1,2W,"  4,840 "
JL151024,FORK ASSLY-FRONT,2W,"  41,470 "
JL151026,HOLDER HANDLE LH,2W,"  5,540 "
JL151028,PLUG HANDLE HOLDER,2W,  60 
JL151030,HOLDER HANDLE RH,2W,"  3,940 "
JL151032,UPPER BRACKET,2W,"  5,590 "
JL151034,HANDLEBAR TUBE ASSY RH,2W,"  2,630 "
JL151035,HANDLEBAR WEIGHT,2W,  570 
JL151036,STEERING TOP BOLT,2W,  810 
JL151037,UNDER BKT ASSY COMPLETE,2W,"  8,470 "
JL151038,O' RING,2W,  15 
JL161001,BRAKE  PEDAL,2W,"  1,910 "
JL161003,HANDLE GRIP LH,2W,  620 
JL161005,SHAFT  ASSY BRAKE LEVER,2W,"  1,000 "
JL161006,SPRING  REAR BRAKE SWITCH,2W,  70 
JL161008,GRIP HAND ASSY RH,2W,  840 
JL161010,SHAFT ASSY BRAKE LEVER-DISC,2W,  770 
JL161011,LEVER & SUPPORT HOLDER ASSY LH,2W,"  2,280 "
JL161012,LEVER -CLUTCH,2W,  670 
JL161013,LEVER & SUPPORT HOLDER ASSY,2W,"  2,250 "
JL161014,SUPPORT HOLDER LH,2W,  500 
JL161015,LEVER AND SUPPORT HOLDER ASSY (K16),2W,"  2,270 "
JL161016,LEVER & SUPPORT HOLDER ASSLY LH,2W,"  2,900 "
JL161200,CABLE CLUTCH,2W,"  1,250 "
JL161201,CABLE THROTTLE,2W,"  1,280 "
JL161205,CABLE THROTTLE,2W,  850 
JL171018,GROMMET TANK MTG FRONT,2W,  100 
JL171019,SLEEVE TANK MTG FRONT,2W,  100 
JL171020,GROMMET TANK MTG REAR,2W,  100 
JL171022,BRACKET SIDE COVER MTG LH,2W,  800 
JL171023,BRACKET SIDE COVER MTG RH,2W,  510 
JL171028,DAMPER TANK COVER REST FR LH,2W,  120 
JL171029,DAMPER TANK COVER REST FR RH,2W,  120 
JL171030,DAMPER TANK COVER REST CENTL LH,2W,  250 
JL171031,DAMPER TANK COVER REST CENTL RH,2W,  250 
JL171035,TUBE FUEL (TANK),2W,  100 
JL171036,TUBE FUEL (CARBURETTOR),2W,  200 
JL171037,BREATHER TUBE,2W,  200 
JL171044,TANK ASSEMBLY,2W,"  3,680 "
JL171045,"TANK COVER SIDE LH
",2W,"  2,590 "
JL171046,"TANK COVER SIDE RH
",2W,"  2,690 "
JL171048,TANK COVER CENTRAL,2W,"  1,890 "
JL171049,DAMPER RING,2W,  100 
JL171057,DAMPER -TANK SIDECOVER,2W,  30 
JL171060,O RING-FOR KNOB,2W,  50 
JL171061,GRILL-TANK SIDE COVER  LH,2W,  40 
JL171062,GRILL -TANK SIDE COVER  RH,2W,  30 
JL171063,PIPE DRAIN,2W,  200 
JL171070,TANK COVER GROMMET,2W,  100 
JL171071,TANK COVER MTG SLEEVE,2W,  100 
JL171073,DAMPER TANK CVR RESTIG  RR,2W,  100 
JL171078,PAD TANK COVER,2W,"  1,490 "
JL171081,TANK ASSY-(GAGE TOP MTG),2W,"  11,530 "
JL171085,SPRING FUEL TUBE,2W,  15 
JL171099,BRACKET SIDE COVER MTG RH (K14),2W,  690 
JL171102,CLAMP BAND SPRING 12.5X8,2W,  100 
JL171600,CAP TANK,2W,"  2,790 "
JL171800,TAP FUEL ASSEMBLY,2W,"  1,310 "
JL171801,KNOB FUEL TAP,2W,  300 
JL171802,FILTER INLINE,2W,  560 
JL171803,PIN SNAP FOR KNOB,2W,  100 
JL171810,FUEL TANK ASSEMBLY FUEL COCK EVAP,2W,"  13,610 "
JL171830,ASSY TUBE FL PP TO FL FLTR WITH QC,2W,"  1,500 "
