Barcode Nomenclature,Rules/Rule Name,Rules/Type,Rules/Alias,Rules/Barcode Pattern,Rules/Sequence
,DH101680,Alias,DH101680,DH101680-{N},1
,JD511008,Alias,JD511008,JD511008-{N},1
,JA511006,Alias,JA511006,JA511006-{N},1
,JG511028,Alias,JG511028,JG511028-{N},1
,FA101240,Alias,FA101240,FA101240-{N},1
,JF511049,Alias,JF511049,JF511049-{N},1
,FD101021,Alias,FD101021,FD101021-{N},1
,DK101003,Alias,DK101003,DK101003-{N},1
,JL511022,Alias,JL511022,JL511022-{N},1
,BF511049,Alias,BF511049,BF511049-{N},1
,DD101343,Alias,DD101343,DD101343-{N},1
,JH511016,Alias,JH511016,JH511016-{N},1
,JV511012,Alias,JV511012,JV511012-{N},1
,PA511098,Alias,PA511098,PA511098-{N},1
,JB511019,Alias,JB511019,JB511019-{N},1
,JE511085,Alias,JE511085,JE511085-{N},1
,AN101312,Alias,AN101312,AN101312-{N},1
,JE591002,Alias,JE591002,JE591002-{N},1
,AA102171,Alias,AA102171,AA102171-{N},1
,JG591070,Alias,JG591070,JG591070-{N},1
,AZ591064,Alias,AZ591064,AZ591064-{N},1
,CB101114,Alias,CB101114,CB101114-{N},1
,BB103382,Alias,BB103382,BB103382-{N},1
,BF541246,Alias,BF541246,BF541246-{N},1
,DU121059,Alias,DU121059,DU121059-{N},1
,PA581220,Alias,PA581220,PA581220-{N},1
,01140220,Alias,01140220,01140220-{N},1
,CD101076,Alias,CD101076,CD101076-{N},1
,JG171062,Alias,JG171062,JG171062-{N},1
,15101027,Alias,15101027,15101027-{N},1
,CD101079,Alias,CD101079,CD101079-{N},1
,DF101024,Alias,DF101024,DF101024-{N},1
,19101003,Alias,19101003,19101003-{N},1
,GH101007,Alias,GH101007,GH101007-{N},1
,GH101008,Alias,GH101008,GH101008-{N},1
,DM101059,Alias,DM101059,DM101059-{N},1
,AE131013,Alias,AE131013,AE131013-{N},1
,22131038,Alias,22131038,22131038-{N},1
,AE131004,Alias,AE131004,AE131004-{N},1
,CD101080,Alias,CD101080,CD101080-{N},1
,AE121045,Alias,AE121045,AE121045-{N},1
,02140121,Alias,02140121,02140121-{N},1
,AE121038,Alias,AE121038,AE121038-{N},1
,BF581031,Alias,BF581031,BF581031-{N},1
,24201484,Alias,24201484,24201484-{N},1
,30141052,Alias,30141052,30141052-{N},1
,BF171821,Alias,BF171821,BF171821-{N},1
,BB133042,Alias,BB133042,BB133042-{N},1
,DP101010,Alias,DP101010,DP101010-{N},1
,AN101149,Alias,AN101149,AN101149-{N},1
,JH511044,Alias,JH511044,JH511044-{N},1
,JD511010,Alias,JD511010,JD511010-{N},1
,JL511042,Alias,JL511042,JL511042-{N},1
,JL511001,Alias,JL511001,JL511001-{N},1
,PF511111,Alias,PF511111,PF511111-{N},1
,JU511055,Alias,JU511055,JU511055-{N},1
,JY511108,Alias,JY511108,JY511108-{N},1
,DH102230,Alias,DH102230,DH102230-{N},1
,DJ101012K,Alias,DJ101012K,DJ101012K-{N},1
,36AA1003K,Alias,36AA1003K,36AA1003K-{N},1
,JB511019K,Alias,JB511019K,JB511019K-{N},1
,JZ511016K,Alias,JZ511016K,JZ511016K-{N},1
,DS101072K,Alias,DS101072K,DS101072K-{N},1
,JE511085K,Alias,JE511085K,JE511085K-{N},1
,JD521002K,Alias,JD521002K,JD521002K-{N},1
,DH101680K,Alias,DH101680K,DH101680K-{N},1
,36311032,Alias,36311032,36311032-{N},1
,36314006,Alias,36314006,36314006-{N},1
,36DD4010,Alias,36DD4010,36DD4010-{N},1
,36DD4009,Alias,36DD4009,36DD4009-{N},1
,BF541209,Alias,BF541209,BF541209-{N},1
,JP541208,Alias,JP541208,JP541208-{N},1
,JY541276,Alias,JY541276,JY541276-{N},1
,JL541208,Alias,JL541208,JL541208-{N},1
,JA541205,Alias,JA541205,JA541205-{N},1
,PF541240,Alias,PF541240,PF541240-{N},1
,JE541240,Alias,JE541240,JE541240-{N},1
,BB103055,Alias,BB103055,BB103055-{N},1
,DH102180,Alias,DH102180,DH102180-{N},1
,JE511022,Alias,JE511022,JE511022-{N},1
,JG591039,Alias,JG591039,JG591039-{N},1
,DH101784,Alias,DH101784,DH101784-{N},1
,36PA0191,Alias,36PA0191,36PA0191-{N},1
,AA121010,Alias,AA121010,AA121010-{N},1
,JY591286,Alias,JY591286,JY591286-{N},1
,JG171018,Alias,JG171018,JG171018-{N},1
,AE121047,Alias,AE121047,AE121047-{N},1
,BA132246,Alias,BA132246,BA132246-{N},1
,JE511067,Alias,JE511067,JE511067-{N},1
,JE511078,Alias,JE511078,JE511078-{N},1
,AA121148,Alias,AA121148,AA121148-{N},1
,AA101084,Alias,AA101084,AA101084-{N},1
,16101022,Alias,16101022,16101022-{N},1
,AA102124,Alias,AA102124,AA102124-{N},1
,AA101283,Alias,AA101283,AA101283-{N},1
,77336053050,Alias,77336053050,77336053050-{N},1
,DS101294,Alias,DS101294,DS101294-{N},1
,24201476,Alias,24201476,24201476-{N},1
,BF601012,Alias,BF601012,BF601012-{N},1
,AN101186,Alias,AN101186,AN101186-{N},1
,JA581276,Alias,JA581276,JA581276-{N},1
,DH101234,Alias,DH101234,DH101234-{N},1
,DD101060,Alias,DD101060,DD101060-{N},1
,24141210,Alias,24141210,24141210-{N},1
,30101115,Alias,30101115,30101115-{N},1
,DJ101004,Alias,DJ101004,DJ101004-{N},1
,DD101007,Alias,DD101007,DD101007-{N},1
,DJ101012,Alias,DJ101012,DJ101012-{N},1
,AA131016,Alias,AA131016,AA131016-{N},1
,30181026,Alias,30181026,30181026-{N},1
,31101014,Alias,31101014,31101014-{N},1
,15141007,Alias,15141007,15141007-{N},1
,31101067,Alias,31101067,31101067-{N},1
,DZ201002,Alias,DZ201002,DZ201002-{N},1
,DH101151,Alias,DH101151,DH101151-{N},1
,24201337,Alias,24201337,24201337-{N},1
,DY402600,Alias,DY402600,DY402600-{N},1
,DS201055,Alias,DS201055,DS201055-{N},1
,PD402606,Alias,PD402606,PD402606-{N},1
,PF402405,Alias,PF402405,PF402405-{N},1
,JZ402602,Alias,JZ402602,JZ402602-{N},1
,JZ402600,Alias,JZ402600,JZ402600-{N},1
,JH402600,Alias,JH402600,JH402600-{N},1
,PA402601,Alias,PA402601,PA402601-{N},1
,BB103008,Alias,BB103008,BB103008-{N},1
,PD402604,Alias,PD402604,PD402604-{N},1
,DU201070,Alias,DU201070,DU201070-{N},1
,22191012,Alias,22191012,22191012-{N},1
,DP101041,Alias,DP101041,DP101041-{N},1
,AN101379,Alias,AN101379,AN101379-{N},1
,BA191009,Alias,BA191009,BA191009-{N},1
,28191007,Alias,28191007,28191007-{N},1
,06191096,Alias,06191096,06191096-{N},1
,28191004,Alias,28191004,28191004-{N},1
,06191097,Alias,06191097,06191097-{N},1
,BA191011,Alias,BA191011,BA191011-{N},1
,BA132038,Alias,BA132038,BA132038-{N},1
,35101114,Alias,35101114,35101114-{N},1
,DD101092,Alias,DD101092,DD101092-{N},1
,DJ101110,Alias,DJ101110,DJ101110-{N},1
,DH101425,Alias,DH101425,DH101425-{N},1
,AL131005,Alias,AL131005,AL131005-{N},1
,AL191001,Alias,AL191001,AL191001-{N},1
,36DU1004,Alias,36DU1004,36DU1004-{N},1
,DS121002,Alias,DS121002,DS121002-{N},1
,CS101412,Alias,CS101412,CS101412-{N},1
,AA101555,Alias,AA101555,AA101555-{N},1
,GF151019,Alias,GF151019,GF151019-{N},1
,31151064,Alias,31151064,31151064-{N},1
,DL151014,Alias,DL151014,DL151014-{N},1
,BA102072,Alias,BA102072,BA102072-{N},1
,JZ551204,Alias,JZ551204,JZ551204-{N},1
,JA551206,Alias,JA551206,JA551206-{N},1
,PD551201,Alias,PD551201,PD551201-{N},1
,JY551232,Alias,JY551232,JY551232-{N},1
,DU101080,Alias,DU101080,DU101080-{N},1
,DK101717,Alias,DK101717,DK101717-{N},1
,JG551225,Alias,JG551225,JG551225-{N},1
,PA551205,Alias,PA551205,PA551205-{N},1
,JE551204,Alias,JE551204,JE551204-{N},1
,JE551215,Alias,JE551215,JE551215-{N},1
,DH102292,Alias,DH102292,DH102292-{N},1
,BF551219,Alias,BF551219,BF551219-{N},1
,24101806,Alias,24101806,24101806-{N},1
,JZ551206,Alias,JZ551206,JZ551206-{N},1
,JA551202,Alias,JA551202,JA551202-{N},1
,JY551228,Alias,JY551228,JY551228-{N},1
,JD551201,Alias,JD551201,JD551201-{N},1
,JZ551200,Alias,JZ551200,JZ551200-{N},1
,DH101084,Alias,DH101084,DH101084-{N},1
,JG551227,Alias,JG551227,JG551227-{N},1
,DH102013,Alias,DH102013,DH102013-{N},1
,PF551200,Alias,PF551200,PF551200-{N},1
,DU101279,Alias,DU101279,DU101279-{N},1
,JE551200,Alias,JE551200,JE551200-{N},1
,JA551203,Alias,JA551203,JA551203-{N},1
,JG551228,Alias,JG551228,JG551228-{N},1
,DK101719,Alias,DK101719,DK101719-{N},1
,DH102022,Alias,DH102022,DH102022-{N},1
,PD551202,Alias,PD551202,PD551202-{N},1
,JY551233,Alias,JY551233,JY551233-{N},1
,JU551201,Alias,JU551201,JU551201-{N},1
,PF551203,Alias,PF551203,PF551203-{N},1
,JH551204,Alias,JH551204,JH551204-{N},1
,JE551205,Alias,JE551205,JE551205-{N},1
,DU101097,Alias,DU101097,DU101097-{N},1
,BF551218,Alias,BF551218,BF551218-{N},1
,BF551223,Alias,BF551223,BF551223-{N},1
,24101939,Alias,24101939,24101939-{N},1
,DX101048,Alias,DX101048,DX101048-{N},1
,JD551206,Alias,JD551206,JD551206-{N},1
,JZ551201,Alias,JZ551201,JZ551201-{N},1
,DH101080,Alias,DH101080,DH101080-{N},1
,JA551201,Alias,JA551201,JA551201-{N},1
,PF551201,Alias,PF551201,PF551201-{N},1
,JE551201,Alias,JE551201,JE551201-{N},1
,JY551234,Alias,JY551234,JY551234-{N},1
,DK101105,Alias,DK101105,DK101105-{N},1
,DH101108,Alias,DH101108,DH101108-{N},1
,JD551204,Alias,JD551204,JD551204-{N},1
,DX101050,Alias,DX101050,DX101050-{N},1
,JZ551207,Alias,JZ551207,JZ551207-{N},1
,JA551204,Alias,JA551204,JA551204-{N},1
,JG551223,Alias,JG551223,JG551223-{N},1
,PF551204,Alias,PF551204,PF551204-{N},1
,JZ551212,Alias,JZ551212,JZ551212-{N},1
,JE551206,Alias,JE551206,JE551206-{N},1
,BF551216,Alias,BF551216,BF551216-{N},1
,BF551221,Alias,BF551221,BF551221-{N},1
,24101804,Alias,24101804,24101804-{N},1
,JY551229,Alias,JY551229,JY551229-{N},1
,JZ551208,Alias,JZ551208,JZ551208-{N},1
,JD551200,Alias,JD551200,JD551200-{N},1
,JG551215,Alias,JG551215,JG551215-{N},1
,DX101049,Alias,DX101049,DX101049-{N},1
,JA551200,Alias,JA551200,JA551200-{N},1
,JZ551202,Alias,JZ551202,JZ551202-{N},1
,DH101078,Alias,DH101078,DH101078-{N},1
,DK101103,Alias,DK101103,DK101103-{N},1
,JD551207,Alias,JD551207,JD551207-{N},1
,PF551202,Alias,PF551202,PF551202-{N},1
,PA551207,Alias,PA551207,PA551207-{N},1
,JE551202,Alias,JE551202,JE551202-{N},1
,DX101051,Alias,DX101051,DX101051-{N},1
,PD551203,Alias,PD551203,PD551203-{N},1
,JA551205,Alias,JA551205,JA551205-{N},1
,DK101106,Alias,DK101106,DK101106-{N},1
,JY551235,Alias,JY551235,JY551235-{N},1
,DK101718,Alias,DK101718,DK101718-{N},1
,DH101110,Alias,DH101110,DH101110-{N},1
,PF551205,Alias,PF551205,PF551205-{N},1
,PA551206,Alias,PA551206,PA551206-{N},1
,JE551207,Alias,JE551207,JE551207-{N},1
,JE551216,Alias,JE551216,JE551216-{N},1
,BF551215,Alias,BF551215,BF551215-{N},1
,BF551220,Alias,BF551220,BF551220-{N},1
,24101803,Alias,24101803,24101803-{N},1
,JY551230,Alias,JY551230,JY551230-{N},1
,JD551205,Alias,JD551205,JD551205-{N},1
,DK101632,Alias,DK101632,DK101632-{N},1
,DH101082,Alias,DH101082,DH101082-{N},1
,JZ551203,Alias,JZ551203,JZ551203-{N},1
,JG551220,Alias,JG551220,JG551220-{N},1
,JZ551213,Alias,JZ551213,JZ551213-{N},1
,JE551203,Alias,JE551203,JE551203-{N},1
,DK101633,Alias,DK101633,DK101633-{N},1
,DH101920,Alias,DH101920,DH101920-{N},1
,DK101107,Alias,DK101107,DK101107-{N},1
,JY551236,Alias,JY551236,JY551236-{N},1
,DH101113,Alias,DH101113,DH101113-{N},1
,JZ551209,Alias,JZ551209,JZ551209-{N},1
,PD551204,Alias,PD551204,PD551204-{N},1
,JD551203,Alias,JD551203,JD551203-{N},1
,JG551222,Alias,JG551222,JG551222-{N},1
,DK101721,Alias,DK101721,DK101721-{N},1
,DK101720,Alias,DK101720,DK101720-{N},1
,JU551202,Alias,JU551202,JU551202-{N},1
,JH551206,Alias,JH551206,JH551206-{N},1
,JZ551211,Alias,JZ551211,JZ551211-{N},1
,JE551208,Alias,JE551208,JE551208-{N},1
,BF551217,Alias,BF551217,BF551217-{N},1
,BF551222,Alias,BF551222,BF551222-{N},1
,JY551231,Alias,JY551231,JY551231-{N},1
,JG551213,Alias,JG551213,JG551213-{N},1
,JY551237,Alias,JY551237,JY551237-{N},1
,JG551224,Alias,JG551224,JG551224-{N},1
,PF621413,Alias,PF621413,PF621413-{N},1
,DK101797,Alias,DK101797,DK101797-{N},1
,AN101337,Alias,AN101337,AN101337-{N},1
,PF621411,Alias,PF621411,PF621411-{N},1
,JY551220,Alias,JY551220,JY551220-{N},1
,BF531207,Alias,BF531207,BF531207-{N},1
,JG531207,Alias,JG531207,JG531207-{N},1
,22131011,Alias,22131011,22131011-{N},1
,BF551266,Alias,BF551266,BF551266-{N},1
,24191028,Alias,24191028,24191028-{N},1
,AA191083,Alias,AA191083,AA191083-{N},1
,AA191082,Alias,AA191082,AA191082-{N},1
,06191010,Alias,06191010,06191010-{N},1
,24191026,Alias,24191026,24191026-{N},1
,06191013,Alias,06191013,06191013-{N},1
,16191010,Alias,16191010,16191010-{N},1
,BF551230,Alias,BF551230,BF551230-{N},1
,DH101432,Alias,DH101432,DH101432-{N},1
,DH102053,Alias,DH102053,DH102053-{N},1
,DH101198,Alias,DH101198,DH101198-{N},1
,DH101188,Alias,DH101188,DH101188-{N},1
,22191092,Alias,22191092,22191092-{N},1
,24191184,Alias,24191184,24191184-{N},1
,05191001,Alias,05191001,05191001-{N},1
,BB191025,Alias,BB191025,BB191025-{N},1
,BA191026,Alias,BA191026,BA191026-{N},1
,10191001,Alias,10191001,10191001-{N},1
,CS101410,Alias,CS101410,CS101410-{N},1
,BF551619,Alias,BF551619,BF551619-{N},1
,BB133062,Alias,BB133062,BB133062-{N},1
,JG551214,Alias,JG551214,JG551214-{N},1
,DU101401,Alias,DU101401,DU101401-{N},1
,JH621407,Alias,JH621407,JH621407-{N},1
,JZ571001,Alias,JZ571001,JZ571001-{N},1
,JA541018,Alias,JA541018,JA541018-{N},1
,BF531052,Alias,BF531052,BF531052-{N},1
,JG551210,Alias,JG551210,JG551210-{N},1
,JY351801,Alias,JY351801,JY351801-{N},1
,JG561008,Alias,JG561008,JG561008-{N},1
,22191047,Alias,22191047,22191047-{N},1
,30101046,Alias,30101046,30101046-{N},1
,30101047,Alias,30101047,30101047-{N},1
,DH101531,Alias,DH101531,DH101531-{N},1
,PA621008,Alias,PA621008,PA621008-{N},1
,30151116,Alias,30151116,30151116-{N},1
,30151041,Alias,30151041,30151041-{N},1
,AA101588,Alias,AA101588,AA101588-{N},1
,AA101779,Alias,AA101779,AA101779-{N},1
,AA121059,Alias,AA121059,AA121059-{N},1
,30121008,Alias,30121008,30121008-{N},1
,PF571001,Alias,PF571001,PF571001-{N},1
,JE571004,Alias,JE571004,JE571004-{N},1
,JB571006,Alias,JB571006,JB571006-{N},1
,JY571023,Alias,JY571023,JY571023-{N},1
,JG571018,Alias,JG571018,JG571018-{N},1
,BF571005,Alias,BF571005,BF571005-{N},1
,DS101365,Alias,DS101365,DS101365-{N},1
,30101056,Alias,30101056,30101056-{N},1
,DP101059,Alias,DP101059,DP101059-{N},1
,24130112,Alias,24130112,24130112-{N},1
,31101076,Alias,31101076,31101076-{N},1
,DH101628,Alias,DH101628,DH101628-{N},1
,DS101363,Alias,DS101363,DS101363-{N},1
,JZ531006,Alias,JZ531006,JZ531006-{N},1
,JY551212,Alias,JY551212,JY551212-{N},1
,JA531010,Alias,JA531010,JA531010-{N},1
,BF551270,Alias,BF551270,BF551270-{N},1
,JG551216,Alias,JG551216,JG551216-{N},1
,DX101047,Alias,DX101047,DX101047-{N},1
,JE531045,Alias,JE531045,JE531045-{N},1
,DP101040,Alias,DP101040,DP101040-{N},1
,BF551227,Alias,BF551227,BF551227-{N},1
,BF551228,Alias,BF551228,BF551228-{N},1
,AN101328,Alias,AN101328,AN101328-{N},1
,JD551202,Alias,JD551202,JD551202-{N},1
,22101139,Alias,22101139,22101139-{N},1
,AA101108,Alias,AA101108,AA101108-{N},1
,GF121001,Alias,GF121001,GF121001-{N},1
,AA111084,Alias,AA111084,AA111084-{N},1
,AA111094,Alias,AA111094,AA111094-{N},1
,AA111095,Alias,AA111095,AA111095-{N},1
,JW233000,Alias,JW233000,JW233000-{N},1
,JL233015,Alias,JL233015,JL233015-{N},1
,PA561402,Alias,PA561402,PA561402-{N},1
,24101050,Alias,24101050,24101050-{N},1
,24101077,Alias,24101077,24101077-{N},1
,BF561010,Alias,BF561010,BF561010-{N},1
,CM101029,Alias,CM101029,CM101029-{N},1
,DS161150,Alias,DS161150,DS161150-{N},1
,AA101781,Alias,AA101781,AA101781-{N},1
,AA101782,Alias,AA101782,AA101782-{N},1
,AA101780,Alias,AA101780,AA101780-{N},1
,JA621003,Alias,JA621003,JA621003-{N},1
,JZ621000,Alias,JZ621000,JZ621000-{N},1
,31101218,Alias,31101218,31101218-{N},1
,JY551221,Alias,JY551221,JY551221-{N},1
,JA621410,Alias,JA621410,JA621410-{N},1
,DH101658,Alias,DH101658,DH101658-{N},1
,JC101112,Alias,JC101112,JC101112-{N},1
,JE621406,Alias,JE621406,JE621406-{N},1
,JG621412,Alias,JG621412,JG621412-{N},1
,JY551226,Alias,JY551226,JY551226-{N},1
,JY551225,Alias,JY551225,JY551225-{N},1
,JG621413,Alias,JG621413,JG621413-{N},1
,JZ621405,Alias,JZ621405,JZ621405-{N},1
,JB621003,Alias,JB621003,JB621003-{N},1
,DK101102,Alias,DK101102,DK101102-{N},1
,31101221,Alias,31101221,31101221-{N},1
,DP101053,Alias,DP101053,DP101053-{N},1
,DP101054,Alias,DP101054,DP101054-{N},1
,DU101053,Alias,DU101053,DU101053-{N},1
,DX101045,Alias,DX101045,DX101045-{N},1
,DS101052,Alias,DS101052,DS101052-{N},1
,DS101047,Alias,DS101047,DS101047-{N},1
,DH101333,Alias,DH101333,DH101333-{N},1
,31101083,Alias,31101083,31101083-{N},1
,DS101048,Alias,DS101048,DS101048-{N},1
,DS101054,Alias,DS101054,DS101054-{N},1
,DS101049,Alias,DS101049,DS101049-{N},1
,DS101055,Alias,DS101055,DS101055-{N},1
,DU101036,Alias,DU101036,DU101036-{N},1
,DU101037,Alias,DU101037,DU101037-{N},1
,AE101063,Alias,AE101063,AE101063-{N},1
,AE131011,Alias,AE131011,AE131011-{N},1
,FA101334,Alias,FA101334,FA101334-{N},1
,24131016,Alias,24131016,24131016-{N},1
,DP101096,Alias,DP101096,DP101096-{N},1
,DP101167,Alias,DP101167,DP101167-{N},1
,DU101038,Alias,DU101038,DU101038-{N},1
,DH101401,Alias,DH101401,DH101401-{N},1
,31101084,Alias,31101084,31101084-{N},1
,31101082,Alias,31101082,31101082-{N},1
,DP101057,Alias,DP101057,DP101057-{N},1
,DP101058,Alias,DP101058,DP101058-{N},1
,AL241696,Alias,AL241696,AL241696-{N},1
,BF243053,Alias,BF243053,BF243053-{N},1
,BF243054,Alias,BF243054,BF243054-{N},1
,BH184000,Alias,BH184000,BH184000-{N},1
,AA231255,Alias,AA231255,AA231255-{N},1
,22231141,Alias,22231141,22231141-{N},1
,22231140,Alias,22231140,22231140-{N},1
,BF243055,Alias,BF243055,BF243055-{N},1
,BF243056,Alias,BF243056,BF243056-{N},1
,24231452,Alias,24231452,24231452-{N},1
,24231453,Alias,24231453,24231453-{N},1
,AL241693,Alias,AL241693,AL241693-{N},1
,BF184007,Alias,BF184007,BF184007-{N},1
,BB111009,Alias,BB111009,BB111009-{N},1
,BA111017,Alias,BA111017,BA111017-{N},1
,BA122029,Alias,BA122029,BA122029-{N},1
,BA122044,Alias,BA122044,BA122044-{N},1
,PF231413,Alias,PF231413,PF231413-{N},1
,JY231401,Alias,JY231401,JY231401-{N},1
,29221025,Alias,29221025,29221025-{N},1
,JH231400,Alias,JH231400,JH231400-{N},1
,BF182475,Alias,BF182475,BF182475-{N},1
,56GF012V,Alias,56GF012V,56GF012V-{N},1
,DS161188,Alias,DS161188,DS161188-{N},1
,JZ231403,Alias,JZ231403,JZ231403-{N},1
,JL231404,Alias,JL231404,JL231404-{N},1
,JL231405,Alias,JL231405,JL231405-{N},1
,DH161410,Alias,DH161410,DH161410-{N},1
,52DH2405,Alias,52DH2405,52DH2405-{N},1
,36DJ4057,Alias,36DJ4057,36DJ4057-{N},1
,JD231402,Alias,JD231402,JD231402-{N},1
,JP231400,Alias,JP231400,JP231400-{N},1
,DT231407,Alias,DT231407,DT231407-{N},1
,DK161217,Alias,DK161217,DK161217-{N},1
,JD231408,Alias,JD231408,JD231408-{N},1
,PD231420,Alias,PD231420,PD231420-{N},1
,JD231403,Alias,JD231403,JD231403-{N},1
,JP231401,Alias,JP231401,JP231401-{N},1
,DK161148,Alias,DK161148,DK161148-{N},1
,DT231410,Alias,DT231410,DT231410-{N},1
,DK161218,Alias,DK161218,DK161218-{N},1
,JD231409,Alias,JD231409,JD231409-{N},1
,52JB0025,Alias,52JB0025,52JB0025-{N},1
,52JB0024,Alias,52JB0024,52JB0024-{N},1
,52JZ0628,Alias,52JZ0628,52JZ0628-{N},1
,JW231401,Alias,JW231401,JW231401-{N},1
,DK161147,Alias,DK161147,DK161147-{N},1
,JG231404,Alias,JG231404,JG231404-{N},1
,PD231401,Alias,PD231401,PD231401-{N},1
,JG231405,Alias,JG231405,JG231405-{N},1
,35171033,Alias,35171033,35171033-{N},1
,AB171022,Alias,AB171022,AB171022-{N},1
,35171040,Alias,35171040,35171040-{N},1
,24171075,Alias,24171075,24171075-{N},1
,01170130,Alias,01170130,01170130-{N},1
,AB171030,Alias,AB171030,AB171030-{N},1
,24171024,Alias,24171024,24171024-{N},1
,22171007,Alias,22171007,22171007-{N},1
,CS101271,Alias,CS101271,CS101271-{N},1
,BA231013,Alias,BA231013,BA231013-{N},1
,JL171062,Alias,JL171062,JL171062-{N},1
,24102023,Alias,24102023,24102023-{N},1
,BB121035,Alias,BB121035,BB121035-{N},1
,BF185017,Alias,BF185017,BF185017-{N},1
,BF185018,Alias,BF185018,BF185018-{N},1
,JL171061,Alias,JL171061,JL171061-{N},1
,BF182031,Alias,BF182031,BF182031-{N},1
,DD191016,Alias,DD191016,DD191016-{N},1
,DH161047,Alias,DH161047,DH161047-{N},1
,DP221001,Alias,DP221001,DP221001-{N},1
,DS191015,Alias,DS191015,DS191015-{N},1
,DH191007,Alias,DH191007,DH191007-{N},1
,GF181020,Alias,GF181020,GF181020-{N},1
,DM221008,Alias,DM221008,DM221008-{N},1
,GF181019,Alias,GF181019,GF181019-{N},1
,DU191003,Alias,DU191003,DU191003-{N},1
,JG151038,Alias,JG151038,JG151038-{N},1
,JG151036,Alias,JG151036,JG151036-{N},1
,JY151014,Alias,JY151014,JY151014-{N},1
,JY151017,Alias,JY151017,JY151017-{N},1
,PD161004,Alias,PD161004,PD161004-{N},1
,30191007,Alias,30191007,30191007-{N},1
,PF161007,Alias,PF161007,PF161007-{N},1
,JV161002,Alias,JV161002,JV161002-{N},1
,DF221008,Alias,DF221008,DF221008-{N},1
,DU221001,Alias,DU221001,DU221001-{N},1
,PF231404,Alias,PF231404,PF231404-{N},1
,PF231405,Alias,PF231405,PF231405-{N},1
,52JB0032,Alias,52JB0032,52JB0032-{N},1
,52JB0033,Alias,52JB0033,52JB0033-{N},1
,DU221004,Alias,DU221004,DU221004-{N},1
,DM221002,Alias,DM221002,DM221002-{N},1
,JL161008,Alias,JL161008,JL161008-{N},1
,BA191080,Alias,BA191080,BA191080-{N},1
,JY151012,Alias,JY151012,JY151012-{N},1
,JY151015,Alias,JY151015,JY151015-{N},1
,DH191068,Alias,DH191068,DH191068-{N},1
,DH191008,Alias,DH191008,DH191008-{N},1
,JH151002,Alias,JH151002,JH151002-{N},1
,AN191017,Alias,AN191017,AN191017-{N},1
,JV161001,Alias,JV161001,JV161001-{N},1
,DD191056,Alias,DD191056,DD191056-{N},1
,PD161001,Alias,PD161001,PD161001-{N},1
,BF162028,Alias,BF162028,BF162028-{N},1
,DD191057,Alias,DD191057,DD191057-{N},1
,DP191015,Alias,DP191015,DP191015-{N},1
,JK231400,Alias,JK231400,JK231400-{N},1
,DG221022,Alias,DG221022,DG221022-{N},1
,DS191016,Alias,DS191016,DS191016-{N},1
,DU191009,Alias,DU191009,DU191009-{N},1
,DF191026,Alias,DF191026,DF191026-{N},1
,DF191027,Alias,DF191027,DF191027-{N},1
,DG161118,Alias,DG161118,DG161118-{N},1
,JZ181365,Alias,JZ181365,JZ181365-{N},1
,AA231252,Alias,AA231252,AA231252-{N},1
,AA102193,Alias,AA102193,AA102193-{N},1
,BF131888,Alias,BF131888,BF131888-{N},1
,15141013,Alias,15141013,15141013-{N},1
,31111013,Alias,31111013,31111013-{N},1
,PA181354,Alias,PA181354,PA181354-{N},1
,DL161015,Alias,DL161015,DL161015-{N},1
,BF132005,Alias,BF132005,BF132005-{N},1
,30161169,Alias,30161169,30161169-{N},1
,PA181351,Alias,PA181351,PA181351-{N},1
,GF101139,Alias,GF101139,GF101139-{N},1
,JL181245,Alias,JL181245,JL181245-{N},1
,39264123,Alias,39264123,39264123-{N},1
,DH101197,Alias,DH101197,DH101197-{N},1
,PF181211,Alias,PF181211,PF181211-{N},1
,JB402202,Alias,JB402202,JB402202-{N},1
,DJ181064,Alias,DJ181064,DJ181064-{N},1
,FD211006,Alias,FD211006,FD211006-{N},1
,DH101481,Alias,DH101481,DH101481-{N},1
,DH161158,Alias,DH161158,DH161158-{N},1
,DS141012,Alias,DS141012,DS141012-{N},1
,DS161082,Alias,DS161082,DS161082-{N},1
,DH161133,Alias,DH161133,DH161133-{N},1
,DH111016,Alias,DH111016,DH111016-{N},1
,DH111013,Alias,DH111013,DH111013-{N},1
,AA111076,Alias,AA111076,AA111076-{N},1
,JL181219,Alias,JL181219,JL181219-{N},1
,JL113811,Alias,JL113811,JL113811-{N},1
,AA101753,Alias,AA101753,AA101753-{N},1
,JL113809,Alias,JL113809,JL113809-{N},1
,AA141088,Alias,AA141088,AA141088-{N},1
,JE571223,Alias,JE571223,JE571223-{N},1
,BF211364,Alias,BF211364,BF211364-{N},1
,BF211365,Alias,BF211365,BF211365-{N},1
,BF211363,Alias,BF211363,BF211363-{N},1
,AB101038,Alias,AB101038,AB101038-{N},1
,JG181238,Alias,JG181238,JG181238-{N},1
,BF581030,Alias,BF581030,BF581030-{N},1
,JG113806,Alias,JG113806,JG113806-{N},1
,JB151012,Alias,JB151012,JB151012-{N},1
,PA181292,Alias,PA181292,PA181292-{N},1
,AA141080,Alias,AA141080,AA141080-{N},1
,DJ201173,Alias,DJ201173,DJ201173-{N},1
,DD161013,Alias,DD161013,DD161013-{N},1
,DD111012,Alias,DD111012,DD111012-{N},1
,AF111033,Alias,AF111033,AF111033-{N},1
